unit,label,region,depth_um,n_trials,count_pre,count_post,fr_pre,fr_post,pct_change,mod_index,p_raw,p_fdr,significant
127,mua,HPC,1473.04736328125,60,330,329,2.75,2.7416666666666667,-0.30303030303030304,-0.0015174506828528073,0.7564982961137182,0.9239673845663734,False
81,mua,HPC,1149.5631103515625,60,332,377,2.7666666666666666,3.1416666666666666,13.55421686746988,0.06346967559943582,0.33021414391860604,0.6773623464997047,False
176,mua,HPC,2078.0791015625,60,345,299,2.875,2.4916666666666667,-13.333333333333334,-0.07142857142857142,0.15086274407999506,0.4641930587076771,False
110,mua,HPC,1414.1494140625,60,367,324,3.058333333333333,2.7,-11.716621253405995,-0.06222865412445731,0.18426401043088658,0.524739123666818,False
198,mua,HPC,2449.637939453125,60,289,404,2.408333333333333,3.3666666666666667,39.792387543252595,0.16594516594516595,0.06444445856150806,0.3271481317581242,False
111,mua,HPC,1396.742431640625,60,212,183,1.7666666666666666,1.525,-13.679245283018869,-0.07341772151898734,0.14411820914177043,0.46302122060349654,False
144,mua,HPC,1693.172119140625,60,259,256,2.158333333333333,2.1333333333333333,-1.1583011583011582,-0.005825242718446602,0.5976973002541609,0.8539646052030352,False
140,mua,HPC,1646.671142578125,60,415,430,3.4583333333333335,3.5833333333333335,3.6144578313253013,0.01775147928994083,0.65492354933032,0.8660146106847207,False
201,mua,HPC,2508.2275390625,60,265,363,2.2083333333333335,3.025,36.9811320754717,0.15605095541401273,0.06821937838539108,0.3271481317581242,False
91,mua,HPC,1268.5537109375,60,268,266,2.2333333333333334,2.216666666666667,-0.746268656716418,-0.003745318352059925,0.6338246666740741,0.8556944838302887,False
96,mua,HPC,1344.404052734375,60,294,255,2.45,2.125,-13.26530612244898,-0.07103825136612021,0.36164532524734816,0.7067828809782974,False
104,mua,HPC,1370.7872314453125,60,207,223,1.725,1.8583333333333334,7.729468599033816,0.037209302325581395,0.4029119061060711,0.7162878330774597,False
197,mua,HPC,2423.4501953125,60,207,245,1.725,2.0416666666666665,18.357487922705314,0.084070796460177,0.4482665772903339,0.7507331151100257,False
82,mua,HPC,1147.5198974609375,60,238,197,1.9833333333333334,1.6416666666666666,-17.22689075630252,-0.09425287356321839,0.10305333923929919,0.38345428554157834,False
84,mua,HPC,1173.6036376953125,60,183,174,1.525,1.45,-4.918032786885246,-0.025210084033613446,0.9087519023846076,0.9751431903793352,False
116,mua,HPC,1466.636474609375,60,170,165,1.4166666666666667,1.375,-2.9411764705882355,-0.014925373134328358,0.5029437411442464,0.7798471072320841,False
177,mua,HPC,2073.6142578125,60,173,160,1.4416666666666667,1.3333333333333333,-7.514450867052023,-0.03903903903903904,0.4482106774829654,0.7507331151100257,False
167,mua,HPC,2027.8082275390625,60,154,148,1.2833333333333334,1.2333333333333334,-3.896103896103896,-0.019867549668874173,0.32742829297854137,0.6773623464997047,False
78,mua,HPC,1107.63916015625,60,138,163,1.15,1.3583333333333334,18.115942028985508,0.08305647840531562,0.0762213640945347,0.3271481317581242,False
100,mua,HPC,1348.2078857421875,60,115,88,0.9583333333333334,0.7333333333333333,-23.47826086956522,-0.1330049261083744,0.11648737611766154,0.4174657503949809,False
178,mua,HPC,2103.47509765625,60,19,13,0.15833333333333333,0.10833333333333334,-31.57894736842105,-0.1875,0.3247087494047871,0.6773623464997047,False
200,mua,HPC,2553.99560546875,60,8,29,0.06666666666666667,0.24166666666666667,262.5,0.5675675675675675,0.19136212944847764,0.5278955295130418,False
