unit,region,depth_um,fr_pre,fr_stim,pct_change,log2_ratio,mod_index,p_raw,z_pct,z_log2,p_fdr,responder_z2sd,responder_wilcoxon,condition
87,HPC,1216.047607421875,0.4666666666666667,0.7166666666666667,53.57142857142857,0.618909832644494,0.2112676056338028,0.1078249632330012,-0.07469712384000957,0.5776681784915693,0.19862493227131797,False,False,flicker_20Hz
86,HPC,1216.7545166015625,8.208333333333334,7.8125,-4.822335025380718,-0.07130503407313318,-0.024707412223667135,0.593459057968416,-0.21734422065451012,0.045987802573098646,0.6700344202869213,False,False,flicker_20Hz
90,HPC,1262.096923828125,16.3,17.516666666666666,7.464212678936595,0.10385629900994459,0.035978314440611094,0.0031376083786042947,-0.1873300504428559,0.18091657317880547,0.009151357770929193,False,True,flicker_20Hz
98,HPC,1341.424072265625,11.216666666666667,12.791666666666666,14.041604754829118,0.1895602456472246,0.06560222145088508,0.08097948452802121,-0.17126248044145873,0.24693529975666614,0.16954571974552124,False,False,flicker_20Hz
101,HPC,1344.91796875,1.3916666666666666,1.5083333333333333,8.383233532934135,0.11614159460915313,0.04022988505747128,0.5554980256604506,-0.1850850220586622,0.19038007635357695,0.6480810299371923,False,False,flicker_20Hz
97,HPC,1355.7359619140625,0.13333333333333333,0.0875,-34.37500000000001,-0.6076825772212398,-0.2075471698113208,0.8175033683754723,-0.2895368933321685,-0.3671899302268545,0.8941443091606729,False,False,flicker_20Hz
105,HPC,1373.565673828125,0.14166666666666666,0.0875,-38.235294117647065,-0.6951454184715791,-0.2363636363636364,0.9816475184451298,-0.29896700563893086,-0.4345635533654334,0.9941227594484031,False,False,flicker_20Hz
117,HPC,1462.09912109375,0.8416666666666667,0.725,-13.861386138613865,-0.21526798690306645,-0.074468085106383,0.33126280033475597,-0.23942524985761907,-0.06490850025931495,0.4294147411746837,False,False,flicker_20Hz
128,HPC,1481.024169921875,6.325,6.291666666666667,-0.5270092226613947,-0.007623241203024957,-0.0026420079260237686,0.9382390044370824,-0.20685139200484579,0.09504261319077992,0.9941227594484031,False,False,flicker_20Hz
137,HPC,1648.5931396484375,13.583333333333334,12.545833333333333,-7.6380368098159614,-0.11462925639376259,-0.03970658587147191,0.250739927573272,-0.22422255252259066,0.012614660497282841,0.3656623943776884,False,False,flicker_20Hz
136,HPC,1668.7030029296875,1.2166666666666666,0.4708333333333333,-61.3013698630137,-1.3696455964648293,-0.44197530864197526,0.158380060919873,-0.35531392588025107,-0.9541387255114147,0.2639667681997883,False,False,flicker_20Hz
143,HPC,1676.8529052734375,2.6416666666666666,1.0958333333333334,-58.5173501577287,-1.2694200408471048,-0.4136008918617614,1.698343779520168e-05,-0.34851298852030727,-0.876933838081382,8.491718897600839e-05,False,True,flicker_20Hz
158,HPC,1960.6185302734375,0.075,0.07916666666666666,5.5555555555555545,0.07800251200127316,0.027027027027027018,0.20409284946859507,-0.1919926099474037,0.16100110647630386,0.32469316960912853,False,False,flicker_20Hz
170,HPC,2025.796142578125,10.616666666666667,10.079166666666667,-5.062794348508631,-0.0749545082763753,-0.02597141131467685,0.30586065038689125,-0.2179316262648594,0.04317657101340762,0.41173549090543055,False,False,flicker_20Hz
174,HPC,2044.546142578125,3.308333333333333,3.2,-3.2745591939546483,-0.048032696421801475,-0.016645326504481375,0.535970486833623,-0.2135632393429263,0.06391474942343896,0.6468609323854071,False,False,flicker_20Hz
175,HPC,2050.2314453125,12.716666666666667,13.35,4.9803407601572705,0.07011918557417968,0.024296675191815838,0.41586598566013855,-0.19339777234068356,0.15492849030943157,0.5198324820751732,False,False,flicker_20Hz
15,CTX,422.42724609375,0.2833333333333333,0.4583333333333333,61.76470588235294,0.6938968722743202,0.23595505617977525,0.13854830247653763,1.4652416853605807,1.4695808733422546,0.42685315085190106,False,False,phase_reversing_1
