unit,region,depth_um,fr_pre,fr_stim,pct_change,log2_ratio,mod_index,p_raw,z_pct,z_log2,p_fdr,responder_z2sd,responder_wilcoxon,condition
98,HPC,1341.424072265625,9.05,10.445833333333333,15.423572744014717,0.20693789302957744,0.07159649497755925,0.10928395197687663,0.0494927120052142,0.17920256967808876,0.398860770342065,False,False,phase_reversing_2
101,HPC,1344.91796875,2.0416666666666665,1.9666666666666666,-3.6734693877551003,-0.0539948896407293,-0.0187110187110187,0.7709771149749363,-0.5716796954997758,-0.5576886382150327,0.9882471130288134,False,False,phase_reversing_2
97,HPC,1355.7359619140625,0.06666666666666667,0.07916666666666666,18.749999999999996,0.2479275134435855,0.0857142857142857,0.36305301398725176,0.157691919648639,0.2949599328919068,0.6050883566454196,False,False,phase_reversing_2
105,HPC,1373.565673828125,0.075,0.1,33.33333333333335,0.415037499278844,0.1428571428571429,0.35292461205171766,0.6320462313587389,0.7668894392304723,0.6050883566454196,False,False,phase_reversing_2
117,HPC,1462.09912109375,0.8083333333333333,0.7375,-8.76288659793814,-0.1323072921041301,-0.04582210242587599,0.9388548928912487,-0.7372239467735068,-0.7788479737868393,0.9882471130288134,False,False,phase_reversing_2
128,HPC,1481.024169921875,6.358333333333333,6.320833333333334,-0.5897771952817769,-0.008533876587496986,-0.0029576076240551805,0.7286353247796733,-0.47137596835784507,-0.42930377036510464,0.980855244895714,False,False,phase_reversing_2
137,HPC,1648.5931396484375,11.733333333333333,12.108333333333333,3.1960227272727275,0.04538736899554402,0.01572876616567634,0.8051502826304642,-0.3482346757954115,-0.27702665369865087,0.9882471130288134,False,False,phase_reversing_2
136,HPC,1668.7030029296875,0.725,0.5833333333333334,-19.540229885057464,-0.31366047890376164,-0.10828025477707001,0.445476453910329,-1.0877802386837887,-1.291001209223342,0.708712540311887,False,False,phase_reversing_2
143,HPC,1676.8529052734375,2.7083333333333335,2.5625,-5.3846153846153895,-0.07985330768921468,-0.027667984189723344,0.9236947629498399,-0.6273384028078549,-0.6307144984191521,0.9882471130288134,False,False,phase_reversing_2
158,HPC,1960.6185302734375,0.1,0.058333333333333334,-41.666666666666664,-0.7776075786635522,-0.26315789473684215,0.6618609194691596,-1.807490228864629,-2.601218098193067,0.9557963457569478,False,False,phase_reversing_2
170,HPC,2025.796142578125,10.291666666666666,10.395833333333334,1.0121457489878658,0.014528773752583097,0.005035246727089685,0.682711675540677,-0.41926997597098964,-0.3641733406337382,0.9557963457569478,False,False,phase_reversing_2
174,HPC,2044.546142578125,2.575,2.75,6.7961165048543615,0.09485918634144118,0.032863849765258184,0.2548157914472351,-0.23113387538696262,-0.13731501276333757,0.5246207470972487,False,False,phase_reversing_2
175,HPC,2050.2314453125,14.183333333333334,14.708333333333334,3.7015276145710954,0.05243714647258006,0.01817132967983849,0.3009279983610923,-0.33179204108360527,-0.2571176220037155,0.5543410496125385,False,False,phase_reversing_2
15,CTX,422.42724609375,0.4666666666666667,0.13333333333333333,-71.42857142857143,-1.8073549220576042,-0.5555555555555557,0.04071307682163334,-1.3935717566062151,-2.2783304510888627,0.1424957688757167,False,False,static
25,CTX,480.804443359375,22.9,23.116666666666667,0.9461426491994261,0.01358578350550282,0.0047084389713872195,0.4416097211535125,0.038003225720148276,0.26606103389109537,0.6785024389531898,False,False,static
23,CTX,502.58251953125,4.383333333333334,4.458333333333333,1.7110266159695653,0.024476091996206602,0.008482563619227064,0.8973993161318355,0.05313266374506471,0.2812780083416626,0.9298112848484356,False,False,static
20,CTX,511.6981201171875,9.8,10.35,5.612244897959172,0.07877711338411687,0.027295285359801438,0.34399917849331374,0.13029893050349736,0.3571525582504077,0.6449275660670399,False,False,static
27,CTX,546.5692138671875,9.575,10.604166666666666,10.748476936466496,0.14728685831694446,0.05100144538509189,0.3987531567249756,0.23189382291093544,0.4528808876313087,0.6645885945416259,False,False,static
32,CTX,582.375,21.066666666666666,20.604166666666668,-2.1954113924050564,-0.03202594253062965,-0.011098890110988868,0.4458730313120962,-0.024136849427569287,0.2023279936075648,0.6785024389531898,False,False,static
35,CTX,599.0913696289062,9.583333333333334,6.166666666666667,-35.65217391304348,-0.6360366853154256,-0.21693121693121695,5.962195822857456e-09,-0.6859130626325484,-0.6416532442673953,1.0433842690000548e-07,False,True,static
45,CTX,738.1071166992188,0.35,0.12916666666666668,-63.09523809523809,-1.4381211123918847,-0.46086956521739125,0.00513191394061342,-1.2287380619740387,-1.762401866259054,0.028129041074873774,False,True,static
56,CTX,801.6923828125,1.4333333333333333,2.1375,49.1279069767442,0.5765502609049563,0.19719953325554263,0.0007802471333812193,0.9910406130808692,1.052688527178092,0.006827162417085669,False,True,static
55,CTX,805.0826416015625,0.65,0.3375,-48.07692307692307,-0.9455522159776235,-0.3164556962025316,0.005625808214974755,-0.9316751397797866,-1.0741377717866012,0.028129041074873774,False,True,static
58,CTX,842.6435546875,0.525,0.6125,16.666666666666668,0.22239242133644802,0.07692307692307693,0.056352719916454706,0.3489558723625072,0.5578255211592605,0.16436209975632624,False,False,static
65,CTX,872.6962890625,36.06666666666667,38.37916666666667,6.4117375231053595,0.08965729306114983,0.03106285330497565,0.13503398853984666,0.1461129292915802,0.372355379759488,0.3375849713496167,False,False,static
64,CTX,879.1714477539062,5.458333333333333,17.375,218.32061068702293,1.6704805719072136,0.5218978102189782,2.2499366793354217e-11,4.3376796279655565,2.581231966276449,7.874778377673976e-10,True,True,static
67,CTX,927.9193115234375,0.5166666666666667,0.15416666666666667,-70.16129032258065,-1.7447429447579257,-0.5403726708074534,0.04070278941519508,-1.368504881385654,-2.1908430433921935,0.1424957688757167,False,False,static
66,CTX,939.7611694335938,0.26666666666666666,0.125,-53.125,-1.0931094043914815,-0.36170212765957444,0.06920601365982444,-1.0315263201819704,-1.2803187048619051,0.18632388293029656,False,False,static
72,CTX,956.0975341796875,2.6416666666666666,1.5333333333333334,-41.9558359621451,-0.7847770740823943,-0.26546906187624747,1.4094310937303651e-05,-0.8105997712644751,-0.8494874573722372,0.00016443362760187592,False,True,static
77,CTX,1062.6483154296875,3.1333333333333333,3.5125,12.10106382978724,0.16479996926444498,0.05705329153605018,0.2269390383394203,0.25864805030338933,0.47735187135647605,0.4672274318752771,False,False,static
79,HPC,1104.9130859375,0.825,0.2708333333333333,-67.17171717171718,-1.606988807051155,-0.505703422053232,0.011310611573498188,-1.309370994846056,-1.9983598648180316,0.04948392563405457,False,True,static
85,HPC,1198.19384765625,15.208333333333334,14.729166666666666,-3.150684931506857,-0.04618624895798079,-0.016005567153792664,0.8108843404478674,-0.04303220144770985,0.18254186713546888,0.9155145779250116,False,False,static
87,HPC,1216.047607421875,0.20833333333333334,0.2,-3.999999999999999,-0.058893689053568565,-0.020408163265306117,0.8435385426395572,-0.0598316903252904,0.16478582363755173,0.9226202810120157,False,False,static
86,HPC,1216.7545166015625,7.85,7.6875,-2.0700636942675117,-0.030178148665024697,-0.010458567980691853,0.9882516527245716,-0.02165746652385125,0.20490990688089655,0.9882516527245717,False,False,static
90,HPC,1262.096923828125,17.4,18.179166666666667,4.477969348659015,0.06319876180661534,0.021899519850099598,0.1924514212079198,0.10786291096084702,0.33538500426980644,0.42098748389232454,False,False,static
98,HPC,1341.424072265625,10.991666666666667,11.7375,6.785443517816529,0.0947149991233861,0.03281393217231898,0.38295947374719286,0.1535048500693124,0.37942248754557373,0.6645885945416259,False,False,static
101,HPC,1344.91796875,1.825,1.6416666666666666,-10.045662100456623,-0.15273524014479714,-0.052884615384615384,0.7964435964088126,-0.17941514878720913,0.033661486197911365,0.9155145779250116,False,False,static
97,HPC,1355.7359619140625,0.11666666666666667,0.12083333333333333,3.5714285714285707,0.05062607306996814,0.017543859649122803,0.6132225249191917,0.08993149508337275,0.3178172481824736,0.79194534342944,False,False,static
105,HPC,1373.565673828125,0.125,0.13333333333333333,6.666666666666665,0.09310940439148145,0.03225806451612903,0.6372220453713684,0.1511554388038954,0.3771789979296263,0.79194534342944,False,False,static
117,HPC,1462.09912109375,0.5416666666666666,0.5791666666666667,6.92307692307694,0.09657325969505319,0.03345724907063205,0.5508307065904199,0.15622724479257813,0.38201902589576764,0.7415028742563344,False,False,static
128,HPC,1481.024169921875,6.075,6.516666666666667,7.270233196159118,0.1012497929804151,0.03507610853739244,0.052913914235175295,0.1630940109254028,0.388553522836908,0.16436209975632624,False,False,static
137,HPC,1648.5931396484375,13.816666666666666,12.4625,-9.800965018094084,-0.14881609637639828,-0.051530045980656386,0.1674322451910456,-0.1745750298890254,0.03913768649496751,0.3906752387791064,False,False,static
136,HPC,1668.7030029296875,0.4083333333333333,0.5625,37.75510204081633,0.4621057529356228,0.1587982832618026,0.35010353586496457,0.7660860383704641,0.8927757795030679,0.6449275660670399,False,False,static
143,HPC,1676.8529052734375,3.158333333333333,2.8208333333333333,-10.686015831134563,-0.16304201459609496,-0.056445993031358874,0.9032452481384803,-0.19208137334310624,0.019259880988376814,0.9298112848484356,False,False,static
158,HPC,1960.6185302734375,0.1,0.08333333333333333,-16.666666666666675,-0.26303440583379395,-0.09090909090909095,0.6561832845558218,-0.3103789061661988,-0.12045899511270369,0.79194534342944,False,False,static
170,HPC,2025.796142578125,10.591666666666667,10.5375,-0.511408339889855,-0.007396993341720458,-0.002563596923683714,0.49813436810985445,0.00917280396258396,0.23674190308238535,0.7264459534935378,False,False,static
174,HPC,2044.546142578125,2.65,4.908333333333333,85.22012578616354,0.8892408685461053,0.298787210584344,0.002562483442922954,1.7049462659404118,1.4896095741318505,0.017937384100460675,False,True,static
175,HPC,2050.2314453125,14.508333333333333,13.833333333333334,-4.652498564043645,-0.06873296141681395,-0.02381652455160243,0.5338388928014006,-0.07273814021171088,0.15103745679454772,0.7415028742563344,False,False,static
