unit,condition,vs_f0,ppc_f0,p_f0,n_spikes,vs_2f0,ppc_2f0,p_2f0,q_f0,q_2f0,reliable,locked_at_2f0_only,label,region,depth_um,fr_hz,cell_type
32,phase_reversing_1,0.014507630798028023,1.3584874678581228e-05,0.34337401428527536,5079,0.007828570869957115,-0.00013562933348619242,0.7325319126517823,0.9570933866315744,0.9156648908147278,True,False,good,CTX,582.375,21.277750063708364,principal
35,phase_reversing_1,0.029949852647184298,0.0004509655457637613,0.13396655469385613,2241,0.022001944527782386,3.787310120138281e-05,0.3379947249947423,0.8612135658890752,0.7899469224115264,True,False,good,CTX,599.0913696289062,8.014119387920724,principal
45,phase_reversing_1,0.06072756885378905,-0.009960274194548152,0.7623759588266267,74,0.11467404887186791,-0.0003683537826657711,0.3791835501290832,0.9570933866315744,0.7899469224115264,False,False,good,CTX,738.1071166992188,0.2599238010497071,principal
50,phase_reversing_1,0.03750546800273266,0.0008609807094100714,0.07609313702035143,1831,0.02493548257556886,7.566997340287863e-05,0.32034968088468885,0.8257437271096836,0.7899469224115264,True,False,good,CTX,766.4937744140625,8.659379234971063,interneuron
49,phase_reversing_1,0.020647134671645605,0.00012685129542472888,0.24090125213375832,3339,0.02821683789550117,0.0004968478766930163,0.07004556547138624,0.9570933866315744,0.7899469224115264,True,False,good,CTX,790.2333984375,12.928538652212142,principal
57,phase_reversing_1,0.026637790923077675,-0.0005585631557723326,0.5714394032590906,789,0.015917518211928158,-0.001015346614752089,0.8189003263861793,0.9570933866315744,0.9330399571093128,True,False,good,CTX,799.13525390625,3.417384769356727,principal
56,phase_reversing_1,0.039221037793882654,-0.0025040652963723297,0.683263828363406,248,0.0405414729468069,-0.002398317671592002,0.6656694846545924,0.9570933866315744,0.9156648908147278,True,False,good,CTX,801.6923828125,1.461032872567075,principal
55,phase_reversing_1,0.05198690905042547,-0.003731537811817518,0.6566874077890545,156,0.08304526240452938,0.0004893963536941533,0.34154948392636136,0.9570933866315744,0.7899469224115264,False,False,good,CTX,805.0826416015625,0.5582229578099492,principal
58,phase_reversing_1,0.07105944163331589,-0.010257487381757703,0.7180831654632323,66,0.1177783960284112,-0.001299453266343574,0.40180951698974837,0.9570933866315744,0.7899469224115264,False,False,good,CTX,842.6435546875,1.3597535832691678,principal
65,phase_reversing_1,0.0044899942743473805,-8.767774284859523e-05,0.8294809350806979,9274,0.01629236182495612,0.00015762971349816195,0.0852871931874448,0.9570933866315744,0.7899469224115264,True,False,good,CTX,872.6962890625,36.99463414940352,interneuron
64,phase_reversing_1,0.0429155271128865,0.0010078592112928335,0.11008499154193473,1198,0.039747786082849776,0.0007457844821959961,0.15067024614088417,0.8257437271096836,0.7899469224115264,True,False,good,CTX,879.1714477539062,5.669662089563702,principal
67,phase_reversing_1,0.04475774114922467,-0.006600164819350199,0.7917579759307649,117,0.10827334749214537,0.003203489482130336,0.2541679093175237,0.9570933866315744,0.7899469224115264,False,False,good,CTX,927.9193115234375,1.1939878714886087,principal
66,phase_reversing_1,0.14787846131724433,0.00828287320102178,0.2030808363630213,73,0.11221894369975874,-0.0011208935176174686,0.40015823047957944,0.9570933866315744,0.7899469224115264,False,False,good,CTX,939.7611694335938,0.27733117889778486,principal
72,phase_reversing_1,0.041535618633295,-0.00024377619615923953,0.41647830017741105,508,0.056594404093470004,0.0012368573963413153,0.1965599289780207,0.9570933866315744,0.7899469224115264,True,False,good,CTX,956.0975341796875,2.0576311860875593,principal
77,phase_reversing_1,0.050312908036220495,0.001435269362000808,0.09963029740600483,911,0.009186356781738873,-0.0010144192126490161,0.9260398928906685,0.8257437271096836,0.9506073417686207,True,False,good,HPC,1062.6483154296875,3.2547840353667277,principal
79,phase_reversing_1,0.014389182696802469,-0.007543284378072444,0.9735417534840036,130,0.12826408347834534,0.008827269491241801,0.11773831229459544,0.9921697752355652,0.7899469224115264,False,False,good,HPC,1104.9130859375,0.6132144469209223,principal
85,phase_reversing_1,0.007715878155319173,-0.00020941101913473539,0.8014093917770503,3719,0.011421840928985322,-0.00013846826887574027,0.6156198858691839,0.9570933866315744,0.9156648908147278,True,False,good,HPC,1198.19384765625,15.414628706696707,interneuron
