unit,condition,n_trials,fr_pre_hz,fr_stim_hz,baseline_sd_hz,z_stim,z_stim_sem,delta_hz,mod_index,pct_change,p_wilcoxon,p_permutation,q_wilcoxon,z_pct_population,responder,direction,label,region,depth_um,fr_hz
1,flicker_40Hz,60,6.875,8.220833333333333,6.309546842359774,0.21330110813948583,0.16081803639986297,1.3458333333333332,0.08915263593706872,19.575757575757574,0.4593158010692321,,0.8645944490714956,0.42561860330346923,False,none,mua,CTX,72.90603637695312,7.531064652636566
0,flicker_40Hz,60,2.5166666666666666,3.3833333333333333,2.7199306239075396,0.31863557807279136,0.22949394007259627,0.8666666666666667,0.14689265536723164,34.437086092715234,0.5680874640316664,,0.8694676802120125,1.2502299637328147,False,none,mua,CTX,73.41268920898438,3.241728501980669
3,flicker_40Hz,60,13.6,15.9,12.301922131748077,0.18696265310152596,0.12340078181285848,2.3000000000000007,0.07796610169491527,16.91176470588236,0.3789832922883649,,0.8337522956847251,0.2778014830443184,False,none,mua,CTX,79.40536499023438,15.250445483811427
2,flicker_40Hz,60,3.7916666666666665,4.620833333333334,3.764566811312579,0.22025553223680572,0.14782583352242812,0.829166666666667,0.0985636453689946,21.86813186813188,0.3631659582086548,,0.8337522956847251,0.5528157029228652,False,none,mua,CTX,81.89913940429688,4.824613019484289
6,flicker_40Hz,60,3.4166666666666665,3.8666666666666667,2.8865066956365792,0.1558977849177512,0.13537768498002936,0.4500000000000002,0.06178489702517165,13.170731707317078,0.5832779499249199,,0.8708036779231405,0.07022257737394465,False,none,mua,CTX,125.71984100341797,3.673747970392055
5,flicker_40Hz,60,4.95,5.295833333333333,2.727294555639405,0.12680454064568536,0.15241606902255095,0.3458333333333332,0.0337535583570557,6.9865319865319835,0.6585942460306724,,0.8708036779231405,-0.2729204558417246,False,none,mua,CTX,125.89278411865234,5.509039466692802
4,flicker_40Hz,60,1.8083333333333333,2.529166666666667,1.8482508145396086,0.39000839478211713,0.23137651111437563,0.7208333333333334,0.16618635926993278,39.86175115207374,0.1682373223812903,,0.6100529056212476,1.5512286550252463,False,none,mua,CTX,130.6201171875,2.44929718766931
7,flicker_40Hz,60,1.2083333333333333,1.5291666666666666,1.0467531181685013,0.3065033461707703,0.2063362763360242,0.3208333333333333,0.1171993911719939,26.551724137931032,0.32853359568582174,,0.8337522956847251,0.8126944472012458,False,none,mua,CTX,186.6515655517578,1.428591850213839
8,flicker_40Hz,60,1.6833333333333333,2.9625,2.191985916899788,0.5835651847963705,0.568967827349665,1.2791666666666666,0.27533632286995513,75.99009900990099,0.6904597108029389,,0.8837884298277617,3.5558842982346195,False,none,mua,CTX,218.69528198242188,2.2700803202788724
9,flicker_40Hz,60,2.075,2.2083333333333335,2.216702773589793,0.060149396176109454,0.09546278005240341,0.1333333333333333,0.031128404669260694,6.425702811244978,0.49794643025017327,,0.8694676802120125,-0.30403921542463697,False,none,mua,CTX,250.51275634765625,2.1213263641225715
10,flicker_40Hz,60,3.1166666666666667,3.433333333333333,1.988029146417539,0.1592867324089816,0.12301844669380045,0.31666666666666643,0.04834605597964373,10.160427807486624,0.4369104133824395,,0.8630329153233374,-0.096810322229376,False,none,mua,CTX,305.61083984375,3.4233191027140264
11,flicker_40Hz,60,2.175,2.2291666666666665,1.6098873526230313,0.03364624647706664,0.10304048709247146,0.054166666666666696,0.012298959318826875,2.490421455938699,0.49049711866560064,,0.8694676802120125,-0.5223963904489642,False,none,mua,CTX,331.4168395996094,2.361073431757461
13,flicker_40Hz,60,2.05,2.6375,1.445917689947009,0.40631635125892346,0.3706578771003064,0.5875000000000004,0.1253333333333334,28.658536585365873,0.547819898252635,,0.8694676802120125,0.9295952664292414,False,none,mua,CTX,385.3935546875,2.588556210453932
12,flicker_40Hz,60,2.8666666666666667,2.925,1.9263266761577167,0.03028216037047562,0.2139931065118499,0.058333333333333126,0.01007194244604313,2.0348837209302255,0.24258700613532092,,0.7425295544921782,-0.5476728380400131,False,none,mua,CTX,388.285888671875,3.331139124563978
14,flicker_40Hz,60,15.975,14.725,8.563533743116304,-0.14596777889791088,0.11674679939734292,-1.25,-0.04071661237785017,-7.82472613458529,0.11172467299394055,,0.5197623114549409,-1.0947535574374763,False,none,mua,CTX,424.4336242675781,14.317172657820166
16,flicker_40Hz,60,1.025,1.1583333333333334,0.9890287994298724,0.13481238707122953,0.1571310113953848,0.13333333333333353,0.06106870229007642,13.008130081300834,0.623377500869773,,0.8708036779231405,0.061200291924546124,False,none,mua,CTX,424.6138000488281,1.240275671675543
17,flicker_40Hz,60,1.025,0.925,0.8408278809742983,-0.11893040450100946,0.12408892832019776,-0.09999999999999987,-0.05128205128205122,-9.756097560975597,0.11307529000663678,,0.5197623114549409,-1.2019196709913749,False,none,mua,CTX,462.4216613769531,1.0749055821188038
18,flicker_40Hz,60,3.875,3.220833333333333,2.9424205992772086,-0.22232262336232947,0.0961150761427686,-0.6541666666666668,-0.09219025249559602,-16.88172043010753,0.016125325262797374,,0.258005204204758,-1.5972995027013477,False,none,mua,CTX,463.1156005859375,3.9332761492179418
19,flicker_40Hz,60,22.558333333333334,21.279166666666665,9.232446315671238,-0.1385512163223086,0.11631043706519702,-1.2791666666666686,-0.02917973576656216,-5.670483930550433,0.08828236650899297,,0.48083667339072944,-0.9752210006720092,False,none,mua,CTX,464.17071533203125,20.402238082394817
21,flicker_40Hz,60,7.083333333333333,6.8375,4.11710638334151,-0.05971022131660607,0.10892801892637356,-0.24583333333333268,-0.017659383418138233,-3.4705882352941084,0.655770154610426,,0.8708036779231405,-0.8531552661047377,False,none,mua,CTX,488.3040771484375,6.508776826285816
22,flicker_40Hz,60,0.4583333333333333,0.5708333333333333,0.5915482892639226,0.19017889501461735,0.13139462544191777,0.11249999999999999,0.10931174089068826,24.545454545454543,0.12206823177183639,,0.5316889351982462,0.701372454947841,False,none,mua,CTX,503.4034729003906,0.5598054467052291
24,flicker_40Hz,60,10.208333333333334,12.1,4.852303023592855,0.3898492442596864,0.1559095989874727,1.8916666666666657,0.08479641389615236,18.53061224489795,0.011073714494455444,,0.19686603545698567,0.3676265663100655,False,none,mua,CTX,505.1506652832031,10.605444953941397
28,flicker_40Hz,60,7.766666666666667,7.545833333333333,5.533003189388681,-0.03991201988765383,0.12495266264920327,-0.22083333333333321,-0.014421768707482985,-2.843347639484977,0.720933998960436,,0.8976330314289496,-0.8183515323445633,False,none,mua,CTX,512.4619750976562,7.116848184297078
26,flicker_40Hz,60,0.6,0.6291666666666667,0.7295227137180228,0.0399804778085912,0.12631780585102678,0.029166666666666674,0.02372881355932204,4.8611111111111125,0.7953061310704471,,0.9234966660762277,-0.3908538019464057,False,none,mua,CTX,548.7279663085938,0.7591990475104838
33,flicker_40Hz,60,23.925,22.3,6.534669599884987,-0.24867362843082402,0.10722510925716648,-1.625,-0.03515413737155219,-6.792058516196447,0.009236051246379893,,0.18472102492759784,-1.0374538719686242,False,none,mua,CTX,553.48486328125,22.320214623473934
31,flicker_40Hz,60,11.208333333333334,11.4125,5.669791843447394,0.0360095524322683,0.14000071005495685,0.20416666666666572,0.009025603241849285,1.8215613382899543,0.9383179398300396,,0.9678691260722332,-0.5595094689279113,False,none,mua,CTX,584.6793823242188,10.041683284997967
29,flicker_40Hz,60,0.4666666666666667,0.6083333333333333,0.5277604318687861,0.2684298748298138,0.11336112096205725,0.1416666666666666,0.13178294573643407,30.357142857142843,0.04267271278167777,,0.41444557355950395,1.02384592692743,False,none,mua,CTX,588.9581298828125,0.6401167581406789
34,flicker_40Hz,60,20.441666666666666,20.625,8.062831476127315,0.0227380832498053,0.1308631733772385,0.18333333333333357,0.00446428571428572,0.8968609865470863,0.5630687019712608,,0.8694676802120125,-0.6108183686787042,False,none,mua,CTX,612.848876953125,18.62272931965268
37,flicker_40Hz,60,18.883333333333333,24.5375,22.904437928841613,0.2468590010474282,0.20201046887534005,5.654166666666669,0.1302178293829767,29.942630185348644,0.5658145870840301,,0.8694676802120125,1.000845839296409,False,none,mua,CTX,626.8199462890625,25.036556812221708
36,flicker_40Hz,60,15.3,20.666666666666668,20.294693303205804,0.26443694351463454,0.19679063223071327,5.366666666666667,0.14921223354958296,35.07625272331155,0.43085531168779434,,0.8630329153233374,1.285695438047285,False,none,mua,CTX,626.8485717773438,21.47200057560396
38,flicker_40Hz,60,3.2666666666666666,3.6041666666666665,2.36762533301072,0.14254789188745007,0.13032382921114874,0.3374999999999999,0.04912067919951484,10.331632653061222,0.56774978652058,,0.8694676802120125,-0.08731066945874559,False,none,mua,CTX,649.0108642578125,3.854151704453952
39,flicker_40Hz,60,28.316666666666666,28.3375,3.779927659009446,0.005511569324264021,0.12499456284266192,0.02083333333333215,0.0003677281753327731,0.07357268981753555,0.8452880153408278,,0.9326340954495339,-0.656500212103204,False,none,mua,CTX,654.4733276367188,26.821999908321143
40,flicker_40Hz,60,3.191666666666667,3.2916666666666665,1.7900186218770648,0.05586534060474575,0.1387992898025457,0.09999999999999964,0.015424164524421538,3.1331592689294925,0.7179740278328266,,0.8976330314289496,-0.48673276173872143,False,none,mua,CTX,700.1046752929688,3.5578306588128092
42,flicker_40Hz,60,5.15,5.941666666666666,2.791178598030175,0.2836316770361348,0.1316230413590984,0.7916666666666661,0.07137490608564984,15.37216828478963,0.06554849018148043,,0.46316727005012054,0.19237381095828837,False,none,mua,CTX,702.7573852539062,6.617177315612482
41,flicker_40Hz,60,2.9,3.6666666666666665,3.397157336082875,0.22567888114086557,0.11769958653212173,0.7666666666666666,0.11675126903553298,26.4367816091954,0.0023984994358204562,,0.07189694827646313,0.8063166247283945,False,none,mua,CTX,707.9666137695312,4.056314660825946
48,flicker_40Hz,60,17.183333333333334,15.516666666666667,4.298173307965924,-0.38776162505541295,0.12386325172959281,-1.666666666666666,-0.05096839959225278,-9.69932104752667,0.007595119914651861,,0.17360274090632827,-1.1987693094377538,False,none,mua,CTX,727.296875,13.284203031426276
46,flicker_40Hz,60,2.308333333333333,4.558333333333334,1.695186772037346,1.3272873745326936,0.2455864038500471,2.2500000000000004,0.3276699029126214,97.47292418772567,2.3017874489262818e-08,,3.682859918282051e-06,4.747903011469978,True,up,mua,CTX,730.2316284179688,2.675593099694321
47,flicker_40Hz,60,7.083333333333333,7.975,5.722514756751872,0.15581727694360398,0.12396955040859754,0.8916666666666666,0.05921416712783619,12.588235294117647,0.25524453435668626,,0.7425295544921782,0.037901566558154645,False,none,mua,CTX,742.1814575195312,6.9206195612823835
44,flicker_40Hz,60,2.2083333333333335,2.3375,1.5576265807220138,0.08292530974066539,0.12290005855317457,0.12916666666666643,0.02841429880843258,5.849056603773573,0.9471101129689884,,0.9678691260722332,-0.3360356155504288,False,none,mua,CTX,743.8521728515625,2.5394990547002583
43,flicker_40Hz,60,5.875,7.895833333333333,5.893565149338007,0.3428880961060256,0.13027836276464477,2.020833333333333,0.14674735249621784,34.39716312056737,0.0024723453445689987,,0.07189694827646313,1.24801475556097,False,none,mua,CTX,749.934326171875,7.295273807239876
52,flicker_40Hz,60,12.925,13.05,6.785968199658738,0.018420363361898076,0.10709653412740155,0.125,0.004812319538017324,0.9671179883945841,0.5338125572237992,,0.8694676802120125,-0.6069200145169585,False,none,mua,CTX,765.3553466796875,12.685230984562873
51,flicker_40Hz,60,1.475,1.5,1.1982508438326938,0.02086374495680351,0.10955079738286023,0.02499999999999991,0.008403361344537785,1.694915254237282,0.6821385040913404,,0.8801787149565682,-0.5665366872243481,False,none,mua,CTX,770.325439453125,1.7019668068734244
54,flicker_40Hz,60,1.7666666666666666,2.025,1.6454010552957483,0.15700326221493763,0.11269228605170481,0.2583333333333333,0.06813186813186813,14.62264150943396,0.11369800563076833,,0.5197623114549409,0.1507847771650439,False,none,mua,CTX,809.6605224609375,2.1735484976668045
53,flicker_40Hz,60,13.241666666666667,12.375,5.608325882920815,-0.1545321517970185,0.09368754407524006,-0.8666666666666671,-0.033832140533506846,-6.544996853366901,0.24766402739801618,,0.7425295544921782,-1.0237451477678678,False,none,mua,CTX,810.2553100585938,12.138085449019883
61,flicker_40Hz,60,5.683333333333334,6.15,3.1662503443249483,0.14738779815787462,0.12949897708397173,0.4666666666666668,0.03943661971830987,8.211143695014664,0.17183771739469078,,0.6100529056212476,-0.20497035799028865,False,none,mua,CTX,847.1752319335938,7.789801587014813
59,flicker_40Hz,60,1.2166666666666666,1.3625,1.2086084822128447,0.12066217925785759,0.16668942827877029,0.14583333333333348,0.056542810985460476,11.986301369863027,0.7763315534197848,,0.9234966660762277,0.0045020254873951275,False,none,mua,CTX,851.4287719726562,1.57892829526542
60,flicker_40Hz,60,2.566666666666667,3.279166666666667,1.9188332142098237,0.37131940114628864,0.12636744999318114,0.7124999999999999,0.12188168210976477,27.75974025974025,0.0026961355603673676,,0.07189694827646313,0.8797237048136473,False,none,mua,CTX,855.4642944335938,2.9335387896249285
