unit,condition,n_cycle_spikes,fr_peak_hz,fr_trough_hz,mod_depth,mod_depth_norm,mod_depth_fourier,vs,ppc,rayleigh_p,pref_phase_deg,reliable,rayleigh_q,locked,label,region,depth_um,fr_hz
172,flicker_40Hz,2768,12.569444444444443,10.45138888888889,1.20265780730897,0.0920060331825037,0.031323942695097196,0.015661971347548598,-0.00011601624319180081,0.5071735383216925,30.75953994418751,True,0.811477661314708,False,mua,HPC,2055.85498046875,11.730594558485334
177,flicker_40Hz,354,1.9097222222222223,0.9722222222222223,1.9642857142857142,0.3253012048192771,0.11950336070812717,0.059751680354063585,0.0007475161756869766,0.2827432820110575,44.987830405090996,True,0.7407560793415142,False,mua,HPC,2073.6142578125,1.4024807834417223
176,flicker_40Hz,691,3.3680555555555554,2.361111111111111,1.426470588235294,0.17575757575757572,0.11475480373076502,0.05737740186538251,0.0018476621379300373,0.10278525938756185,78.94199190027831,True,0.5395454610063842,False,mua,HPC,2078.0791015625,2.6949785886614985
180,flicker_40Hz,1095,5.138888888888888,4.097222222222222,1.254237288135593,0.11278195488721798,0.03228200677884712,0.01614100338942356,-0.0006533066457888169,0.7518857601567105,301.93794714703813,True,0.9136727353756652,False,mua,HPC,2091.478271484375,4.554007418391443
181,flicker_40Hz,1166,5.520833333333334,4.0625,1.358974358974359,0.15217391304347833,0.018789376658325203,0.009394688329162602,-0.0007700331701087955,0.9022446964818457,350.4746563383138,True,0.9667465768064952,False,mua,HPC,2092.29345703125,4.804040663845652
179,flicker_40Hz,6604,30.486111111111114,24.791666666666664,1.2296918767507006,0.10301507537688452,0.03621916534465664,0.01810958267232832,0.00017656034015949793,0.11465341046385664,333.46811780603866,True,0.5395454610063842,False,mua,HPC,2093.244873046875,28.42189618144902
178,flicker_40Hz,86,0.4861111111111111,0.20833333333333331,2.3333333333333335,0.4,0.16524467763517467,0.08262233881758733,-0.004857943823938998,0.5572901546963737,287.92433061101593,False,0.8411926863341489,False,mua,HPC,2103.47509765625,0.21126226751985325
183,flicker_40Hz,2916,13.4375,11.180555555555554,1.2018633540372672,0.09167842031029629,0.05044836075044384,0.02522418037522192,0.0002934243731233778,0.1564046010699647,315.17444475950134,True,0.5958270516951036,False,mua,HPC,2115.36962890625,12.54043325064477
182,flicker_40Hz,1416,6.493055555555555,5.347222222222222,1.2142857142857142,0.09677419354838707,0.024328746095393546,0.012164373047696773,-0.0005586372354436461,0.8110203802341306,116.44297572700752,True,0.9541416238048596,False,mua,HPC,2136.575927734375,5.68430011184504
185,flicker_40Hz,2184,9.82638888888889,8.125,1.2094017094017095,0.09477756286266927,0.04090667994320988,0.02045333997160494,-3.955445289463565e-05,0.4011022020558746,327.2881470460964,True,0.7550159097522346,False,mua,HPC,2179.346923828125,8.918511791573131
184,flicker_40Hz,2106,9.722222222222221,7.673611111111111,1.2669683257918551,0.11776447105788422,0.035052379711897536,0.017526189855948768,-0.0001677461288335393,0.5237239742980403,103.25626590812162,True,0.8195465010285424,False,mua,HPC,2179.62841796875,8.91257745821583
187,flicker_40Hz,1162,5.625,4.0625,1.3846153846153846,0.16129032258064516,0.06783775899559703,0.03391887949779852,0.00029015489145627673,0.26271668517821345,15.4388615405235,True,0.7398069566382002,False,mua,HPC,2219.548583984375,4.806810019412391
186,flicker_40Hz,978,4.791666666666667,3.6111111111111107,1.326923076923077,0.1404958677685951,0.032609192766619034,0.016304596383309517,-0.0007574294920862518,0.771147364797388,282.6226404951758,True,0.9207729728924036,False,mua,HPC,2220.048583984375,4.302391684041955
189,flicker_40Hz,1101,5.625,4.131944444444445,1.3613445378151259,0.15302491103202845,0.059889051758405185,0.029944525879202592,-1.1601120206011592e-05,0.37268871955618704,321.4083486933854,True,0.7550159097522346,False,mua,HPC,2232.44677734375,4.65884730770373
188,flicker_40Hz,1403,6.805555555555555,5.069444444444445,1.3424657534246573,0.1461988304093567,0.03547041558847884,0.01773520779423942,-0.0003985048170518505,0.6432809569308139,107.68573064830281,True,0.89674611123153,False,mua,HPC,2233.57275390625,6.1859490916487365
190,flicker_40Hz,1674,8.26388888888889,5.625,1.4691358024691359,0.19000000000000003,0.05765617014163881,0.028828085070819406,0.00023382660510195505,0.24881007942632252,342.4772664757617,True,0.7372150501520667,False,mua,HPC,2294.13427734375,6.9265538946396825
191,flicker_40Hz,1394,6.666666666666666,4.618055555555555,1.443609022556391,0.1815384615384615,0.04595376631253674,0.02297688315626837,-0.00018955893722177183,0.47913274967349995,97.00190662585696,True,0.7899714129680911,False,mua,HPC,2294.20751953125,5.542667355717498
194,flicker_40Hz,1463,7.222222222222222,5.138888888888888,1.4054054054054055,0.16853932584269668,0.050628107977036735,0.025314053988518367,-4.275489410732554e-05,0.39167528605049595,304.9506715234129,True,0.7550159097522346,False,mua,HPC,2334.79296875,6.192279047229856
193,flicker_40Hz,1260,6.111111111111111,4.583333333333333,1.3333333333333333,0.14285714285714288,0.051548511089020886,0.025774255544510443,-0.00012944127594845408,0.4330767552447259,273.9226806350408,True,0.7859591826777483,False,mua,HPC,2349.2587890625,5.6645190006540425
192,flicker_40Hz,2022,9.340277777777779,7.430555555555555,1.2570093457943927,0.11387163561076609,0.045449421510161285,0.022724710755080643,2.186344994557221e-05,0.35202163844142886,343.4947711691759,True,0.7489160628920196,False,mua,HPC,2349.681640625,8.056450965869459
196,flicker_40Hz,8097,53.36805555555556,25.27777777777778,2.1112637362637363,0.3571743929359823,0.06119118543917386,0.03059559271958693,0.0008126881311026953,0.0005101379520817621,240.05696878979845,True,0.016324414466616387,True,mua,HPC,2384.36865234375,30.691976501727893
195,flicker_40Hz,6223,42.46527777777778,18.26388888888889,2.3250950570342206,0.39851343624928526,0.07028819959754815,0.03514409979877407,0.0010745862315004358,0.00045837074921758645,168.4761303246781,True,0.016324414466616387,True,mua,HPC,2384.6845703125,23.959277496759984
197,flicker_40Hz,326,1.7361111111111112,1.1111111111111112,1.5625,0.21951219512195122,0.07066710311493245,0.035333551557466224,-0.0018246217962876786,0.665976317487491,334.6820679411899,True,0.9003596476244511,False,mua,HPC,2423.4501953125,1.6394584955098723
198,flicker_40Hz,565,2.8125,1.875,1.5,0.2,0.030719445770754007,0.015359722885377004,-0.0015367102584746466,0.87530279604662,268.71633906570116,True,0.9667465768064952,False,mua,HPC,2449.637939453125,2.3895582318724973
199,flicker_40Hz,878,4.097222222222222,3.1597222222222223,1.2967032967032968,0.1291866028708134,0.023259432256771406,0.011629716128385703,-0.0010048463386942296,0.8880864536991058,185.8373593949844,True,0.9667465768064952,False,mua,HPC,2478.93896484375,3.5036304141494763
202,flicker_40Hz,1592,7.256944444444444,5.902777777777778,1.2294117647058822,0.10290237467018466,0.017695580553737975,0.008847790276868987,-0.0005502029155806008,0.8828583866480026,161.8667825262041,True,0.9667465768064952,False,mua,HPC,2495.99462890625,5.84136213470156
201,flicker_40Hz,437,2.395833333333333,1.4583333333333333,1.6428571428571428,0.24324324324324323,0.08498590078074304,0.04249295039037152,-0.00048378574777995995,0.45451565724463516,273.4339606143871,True,0.7859591826777483,False,mua,HPC,2508.2275390625,2.116183275212912
203,flicker_40Hz,1310,6.840277777777778,4.375,1.5634920634920635,0.2198142414860681,0.11084337130298243,0.05542168565149121,0.00230996779602219,0.01785800059810336,256.2415752857718,True,0.21979077659204135,False,mua,HPC,2514.4150390625,6.854155027680632
204,flicker_40Hz,1619,7.777777777777778,5.972222222222222,1.3023255813953487,0.1313131313131313,0.04660925350752361,0.023304626753761805,-7.460567864897927e-05,0.4151415006791892,240.9922069026554,True,0.7723562803333752,False,mua,HPC,2524.290771484375,7.50297547474535
205,flicker_40Hz,8226,36.31944444444444,32.56944444444444,1.115138592750533,0.05443548387096774,0.00474443283207501,0.002372216416037505,-0.00011595245220426946,0.9547666325359981,282.8345407284036,True,0.9792478282420495,False,mua,HPC,2536.6416015625,37.20945701693775
206,flicker_40Hz,8007,36.14583333333333,31.666666666666664,1.1414473684210527,0.06605222734254988,0.024557355604244307,0.012278677802122153,2.5878439925880184e-05,0.29904748448754304,301.15611450670923,True,0.7445832339590943,False,mua,HPC,2538.06640625,37.26286601715344
200,flicker_40Hz,25,0.20833333333333334,0.034722222222222224,6.0,0.7142857142857142,0.31750970295273906,0.15875485147636953,-0.01541343451324568,0.5371326913058729,174.80357116138813,False,0.8263579866244198,False,mua,HPC,2553.99560546875,0.08901500035948873
1,flicker_20Hz,1948,9.791666666666666,6.597222222222221,1.4842105263157896,0.19491525423728817,0.07096385740729216,0.03548192870364608,0.0007460032004651544,0.08606859407763796,319.19951224666454,True,0.15648835286843266,False,mua,CTX,72.90603637695312,7.531064652636566
0,flicker_20Hz,893,5.0,2.5,2.0,0.3333333333333333,0.1528682591887736,0.0764341295943868,0.004727649458518388,0.005397749850970933,297.6377844375564,True,0.014158032395989333,True,mua,CTX,73.41268920898438,3.241728501980669
3,flicker_20Hz,4257,21.180555555555557,14.444444444444445,1.466346153846154,0.18908382066276808,0.05582195120033733,0.027910975600168666,0.0005442431939529647,0.03627757635363018,306.02576000033446,True,0.07739216288774439,False,mua,CTX,79.40536499023438,15.250445483811427
2,flicker_20Hz,1515,8.402777777777779,4.791666666666667,1.7536231884057971,0.2736842105263158,0.12434053865639133,0.062170269328195665,0.0032071933410407435,0.002852891039015454,288.0398396614883,True,0.008453010485971715,True,mua,CTX,81.89913940429688,4.824613019484289
6,flicker_20Hz,1163,6.875,3.2638888888888884,2.1063829787234045,0.35616438356164387,0.14889376660453874,0.07444688330226937,0.0046865228899048645,0.001577499926019494,316.83399532473305,True,0.005370212514108916,True,mua,CTX,125.71984100341797,3.673747970392055
5,flicker_20Hz,1501,7.430555555555556,4.791666666666666,1.5507246376811596,0.21590909090909102,0.056770308723186,0.028385154361593,0.00013958746612354977,0.29842938678106085,305.0125187506059,True,0.4340791080451794,False,mua,CTX,125.89278411865234,5.509039466692802
4,flicker_20Hz,813,4.722222222222222,2.4305555555555554,1.942857142857143,0.32038834951456313,0.18905374824724278,0.09452687412362139,0.007714806938887869,0.0006917896663576964,322.7534678063028,True,0.002699666990664181,True,mua,CTX,130.6201171875,2.44929718766931
