unit,region,depth_um,fr_hz,condition,n_cycle_spikes,mod_depth,mod_depth_norm,fr_peak,fr_trough,vs,ppc,rayleigh_p,pref_phase_deg,reliable,rayleigh_p_fdr
76,CTX,1066.022705078125,4.6683422410754085,flicker_40Hz,1143,1.3859649122807018,0.16176470588235298,5.486111111111112,3.9583333333333335,0.029637205644509387,3.4763611806263682e-06,0.36650200577523745,243.9950572301506,True,0.7550159097522346
41,CTX,707.9666137695312,4.056314660825946,flicker_40Hz,879,1.6124999999999998,0.23444976076555019,4.479166666666666,2.7777777777777777,0.09344434170870085,0.007602837987118888,0.00045841853461393866,332.01902553760266,True,0.016324414466616387
18,CTX,463.1156005859375,3.9332761492179418,flicker_40Hz,773,1.5526315789473681,0.2164948453608247,4.097222222222222,2.6388888888888893,0.025896105542346413,-0.0006238598417263647,0.5956322199928992,265.58538397612926,True,0.874322524760219
73,CTX,983.28515625,3.9127037935793045,flicker_40Hz,891,1.3695652173913044,0.15596330275229361,4.375,3.194444444444444,0.01850303337081646,-0.0007808485850178664,0.7371972793405582,340.31361198315307,True,0.9082033153843198
38,CTX,649.0108642578125,3.854151704453952,flicker_40Hz,865,1.5844155844155845,0.2261306532663317,4.236111111111112,2.673611111111111,0.06097608035973304,0.0025649783047125892,0.04006415903743483,307.7594976108401,True,0.2958024921501232
6,CTX,125.71984100341797,3.673747970392055,flicker_40Hz,927,1.373626373626374,0.15740740740740755,4.340277777777779,3.159722222222222,0.033654782407024644,5.3953930029255685e-05,0.35004543522691445,348.52130008432374,True,0.7489160628920196
40,CTX,700.1046752929688,3.5578306588128092,flicker_40Hz,790,1.6764705882352944,0.2527472527472528,3.958333333333333,2.3611111111111107,0.09071284135870068,0.0069718218935631805,0.0014883921283981793,9.039899850241621,True,0.03969045675728478
10,CTX,305.61083984375,3.4233191027140264,flicker_40Hz,824,1.7123287671232876,0.2626262626262626,4.340277777777778,2.5347222222222223,0.05900869408443804,0.0022711900431371247,0.05670193738065814,204.68454236532668,True,0.3628923992362121
74,CTX,1005.5782470703125,3.369514480274513,flicker_40Hz,782,1.467532467532468,0.18947368421052646,3.9236111111111116,2.6736111111111107,0.05008147694733078,0.001230956067327466,0.1406680449582809,339.94794658731035,True,0.5958270516951036
12,CTX,388.285888671875,3.331139124563978,flicker_40Hz,702,1.5970149253731343,0.2298850574712644,3.7152777777777777,2.326388888888889,0.07875628729255267,0.0047848674140530375,0.012805874037011705,6.425663087858065,True,0.1904212882599528
0,CTX,73.41268920898438,3.241728501980669,flicker_40Hz,812,1.4050632911392404,0.16842105263157897,3.8541666666666665,2.7430555555555554,0.04173278345971684,0.0005107270959556594,0.24318214497813723,351.9609490324983,True,0.7341347772924898
71,CTX,967.621337890625,3.0834796124526895,flicker_40Hz,736,1.3599999999999999,0.15254237288135586,3.5416666666666665,2.604166666666667,0.04279053118982308,0.0004729765384997489,0.2599310015998696,5.6223426732619215,True,0.7398069566382002
60,CTX,855.4642944335938,2.9335387896249285,flicker_40Hz,787,1.4594594594594594,0.1868131868131868,3.75,2.5694444444444446,0.04752795137957392,0.0009895154577110753,0.1690376880999366,352.46995318912536,True,0.6054553020189495
