unit,region,depth_um,fr_hz,condition,n_cycle_spikes,mod_depth,mod_depth_norm,fr_peak,fr_trough,vs,ppc,rayleigh_p,pref_phase_deg,reliable,rayleigh_p_fdr
-1,CTX,626.8199462890625,385.5350439792126,flicker_40Hz,94972,1.1078575362584908,0.051169272307625274,419.0625,378.2638888888889,0.01921174459136972,0.000358565486533104,5.959509609404891e-16,345.96631065381933,True,1.1919019218809782e-15
-2,HPC,1812.88720703125,793.1738972254697,flicker_40Hz,191234,1.0991619479048698,0.047238826906061855,842.5,766.4930555555555,0.008031509522271194,5.927625952836519e-05,4.391921981058973e-06,329.4387938342319,True,4.391921981058973e-06
-1,CTX,626.8199462890625,385.5350439792126,flicker_20Hz,98684,1.4960411718131432,0.19873116574147504,524.8611111111111,350.8333333333333,0.07141825570969475,0.005090485477360404,1.324241058769147e-219,338.70280998788803,True,2.648482117538294e-219
-2,HPC,1812.88720703125,793.1738972254697,flicker_20Hz,197654,1.1605914078482422,0.07432752313320413,866.7361111111111,746.8055555555557,0.021039637588936486,0.00043760921776018536,9.940133220823434e-39,333.6763009981538,True,9.940133220823434e-39
-1,CTX,626.8199462890625,385.5350439792126,phase_reversing_1,97289,1.0559077302341962,0.027193696201447445,416.4236111111111,394.375,0.002532340400435106,-3.865946151624885e-06,0.5358571714214193,56.050012296927875,True,0.5358571714214193
-2,HPC,1812.88720703125,793.1738972254697,phase_reversing_1,194445,1.0701676375116727,0.03389466449007658,835.6597222222223,780.8680555555554,0.0061676746473824946,3.2897537293794465e-05,0.0006132241270829661,189.5001573441106,True,0.0012264482541659322
-1,CTX,626.8199462890625,385.5350439792126,phase_reversing_2,97276,1.0457482102322333,0.02236258108569479,415.9027777777778,397.70833333333337,0.00269975612406948,-2.9913755836500375e-06,0.49213038487379823,228.42932671589057,True,0.49213038487379823
-2,HPC,1812.88720703125,793.1738972254697,phase_reversing_2,194401,1.0626914709408162,0.030393043178785172,831.0763888888889,782.0486111111111,0.005929422545052011,3.0014199650135865e-05,0.0010756793023251326,10.472063680040833,True,0.002151358604650265
